回数,種別,科目名,番号,問題文,選択肢１,選択肢２,選択肢３,選択肢４,答
34,按マ指,経絡経穴概論,95,胆を絡う経脈の流注について正しいのはどれか。,側頸部をめぐる。,肩甲骨をめぐる。,生殖器をめぐる。,内果の後ろをめぐる。,3
34,按マ指,経絡経穴概論,96,手足の少陽経が接続するのはどれか。,外眼角,鼻翼外方,手の薬指端,足の第1指外側端,1
34,按マ指,経絡経穴概論,97,同身寸法で母指と中指の指頭をあわせて環をつくり、中指の橈側にできる横紋の端を結ぶ間の幅はどれか。,1寸,1寸5分,2寸,2寸5分,1
34,按マ指,経絡経穴概論,98,骨度で前髪際中点から後髪際中点と同じ寸法はどれか。,両額角髪際間,肘窩から手関節横紋,左右の肩甲棘内端縁間,脛骨内側顆下縁から内果尖,2
34,按マ指,経絡経穴概論,99,経脈とそれに属する原穴の組合せで正しいのはどれか。,肺経 ——— 大陵,肝経 ——— 太衝,心包経 ——— 太淵,脾経 ——— 太渓,2
34,按マ指,経絡経穴概論,100,同じ経脈に属する原穴と絡穴の組合せで正しいのはどれか。,京骨 ——— 大鍾,大陵 ——— 偏歴,衝陽 ——— 蠡溝,腕骨 ——— 支正,4
34,按マ指,経絡経穴概論,101,臓腑の気が集まる経穴はどれか。,丘墟,通里,中極,小腸兪,3
34,按マ指,経絡経穴概論,102,前正中線上で胸骨体下端から下8寸にあるのはどれか。,関元,石門,気海,神闕,4
34,按マ指,経絡経穴概論,103,頭維穴の部位はどれか。,頭部、外眼角の外方5分、陥凹部,頭部、眉の上方1寸、瞳孔線上,頭部、前正中線上、前髪際の後方1寸,頭部、額角髪際の直上5分、前正中線の外方4寸5分,4
34,按マ指,経絡経穴概論,104,筋肉に押圧できる経穴はどれか。,大横,中都,少沢,水泉,1
34,按マ指,経絡経穴概論,105,心を絡う経脈はどれか。,手の少陽経,手の少陰経,手の太陰経,手の太陽経,4
34,按マ指,経絡経穴概論,106,手関節横紋から最も近い経穴はどれか。,外関,偏歴,養老,列欠,3
34,按マ指,経絡経穴概論,107,外果尖の上方5寸に取穴するのはどれか。,光明,飛揚,地機,豊隆,1
34,按マ指,経絡経穴概論,108,エアポケット現象と関連が深いのはどれか。,丘疹点,圧診点,良導点,トリガーポイント,2
34,按マ指,東洋医学臨床論,109,便秘症で便潜血反応検査を受けるべき症例として最も適切なのはどれか。,60歳で便の狭小化・体重減少を伴う。,45歳で口渇・多飲・多尿を伴う。,38歳で抑うつ・食欲不振・不眠を伴う。,13歳で腹痛・腹部不快感・交替性便通異常を伴う。,1
34,按マ指,東洋医学臨床論,110,頸椎症の経過観察記録においてSOAP形式で記録する場合、Oに該当するのはどれか。,頸部に鈍い痛みがある。,ジャクソンテスト陽性である。,神経根が障害されている可能性が高い。,頸肩部の筋に対して温熱療法を行う。,2
34,按マ指,東洋医学臨床論,111,乳房マッサージで乳頭部への施術に用いられる手技はどれか。,二指揉捏法,指髁軽擦法,環状叩打法,手掌圧迫法,1
34,按マ指,東洋医学臨床論,112,次の症例で下肢のブルンストロームステージはどれか。「60歳の男性。左片麻痺。左下肢の共同運動と痙縮がわずかにみられ、分離運動はできない。」,ステージⅡ,ステージⅢ,ステージⅣ,ステージⅤ,1
34,按マ指,東洋医学臨床論,113,仙骨を押圧し、仙腸関節部の疼痛を誘発する徒手検査はどれか。,パトリックテスト,マクマレーテスト,ニュートンテスト,K・ボンネットテスト,3
34,按マ指,東洋医学臨床論,114,上後腸骨棘、大転子近位端、及び上後腸骨棘と尾骨下端を結ぶ中点の3点を囲む範囲に存在する筋はどれか。,大腿方形筋,腸腰筋,小殿筋,梨状筋,4
34,按マ指,東洋医学臨床論,115,次の症例で顕著な筋萎縮を触知できる経穴として最も適切なのはどれか。「74歳の女性。主訴は両膝の痛み。最初は歩き始めが痛かったが、最近は階段を降りるときにも痛むようになった。O脚となり、膝を完全に伸ばすことができない。」,足三里,委中,血海,膝陽関,3
34,按マ指,東洋医学臨床論,116,胸郭出口症候群の徒手検査で、押圧による放散痛を指標とするのはどれか。,ライトテスト,モーレイテスト,アドソンテスト,エデンテスト,2
34,按マ指,東洋医学臨床論,117,次の症例で最も適切な疾患はどれか。「40歳の女性。3日前に左顔面に違和感が生じ、食事中に口から食べ物がこぼれるようになった。左側の眼は閉じづらく、額のしわ寄せもできない。難聴や耳介の水疱は認めない。」,脳出血,ベル麻痺,聴神経腫瘍,ラムゼイ ハント症候群,2
34,按マ指,東洋医学臨床論,118,次の症例で障害神経に支配される筋への局所治療穴として正しいのはどれか。「20歳の男性。サッカーの試合中に膝関節下部外側を強く蹴られ、直後から痛みと腫脹が起こった。その後、足背部の知覚障害と足関節の背屈が困難となった。」,光明,地機,豊隆,蠡溝,3
34,按マ指,東洋医学臨床論,119,神経麻痺と罹患神経への治療穴の組合せで正しいのはどれか。,橈骨神経麻痺 ——— 支正,尺骨神経麻痺 ——— 郄門,深腓骨神経麻痺 ——— 飛揚,脛骨神経麻痺 ——— 承筋,4
34,按マ指,東洋医学臨床論,120,小後頭神経痛の局所治療穴として適切なのはどれか。,翳風,完骨,頭維,天柱,2
34,按マ指,東洋医学臨床論,121,鉄欠乏性貧血で特徴的な症状がみられるのはどれか。,爪,顔色,唇,毛髪,1
34,按マ指,東洋医学臨床論,122,次の症例で今後絞扼される可能性が最も高い神経はどれか。「18歳の男性。10歳のときに柔道の試合で左の上腕骨外側顆骨折の既往がある。年齢とともに同側の外反肘が進行している。」,正中神経,尺骨神経,橈骨神経,内側前腕皮神経,2
34,按マ指,東洋医学臨床論,123,次の症例で確認すべき検査として最も適切なのはどれか。「42歳の女性。最近、友人に誘われて未経験だったテニスを始めたところ、しばらくしてバックハンドストロークの際に肘の外側が痛むようになった。」,トムゼンテスト,サルカスサイン,フロマン徴候,リフトオフテスト,1
34,按マ指,東洋医学臨床論,124,ジャンパー膝で施術対象となる罹患筋として最も適切なのはどれか。,大腿四頭筋,大腿筋膜張筋,大腿二頭筋,半腱様筋,1
34,按マ指,東洋医学臨床論,125,次の症例で最も適切な疾患はどれか。「17歳の男子。陸上部の長距離選手。当初、下腿下部内側の圧痛と練習時の痛みのみであったが、最近は歩行時にも痛みがある。」,腸脛靱帯炎,オスグッド病,鵞足炎,シンスプリント,4
34,按マ指,東洋医学臨床論,126,下腿コンパートメント症候群で深後方コンパートメントの障害を確認する他動運動はどれか。,母趾の背屈,足関節の底屈,足関節の内がえし,第2～第5趾の屈曲,1
34,按マ指,東洋医学臨床論,127,肩こりで緊張がみられる筋と局所治療穴の組合せで正しいのはどれか。,胸鎖乳突筋 ——— 天柱,菱形筋 ——— 肩井,棘上筋 ——— 秉風,肩甲挙筋 ——— 天宗,3
34,按マ指,東洋医学臨床論,128,便秘と治療方針の組合せで最も適切なのはどれか。,熱秘 ——— 虚熱を除く。,冷秘 ——— 寒邪を除く。,気秘 ——— 津液を補う。,虚秘 ——— 気血を補う。,4
34,按マ指,東洋医学臨床論,129,次の症例の八綱病証で最も適切なのはどれか。「55歳の男性。主訴は頭痛。職場の人間関係がうまくいかず、イライラすることが多い。ストレスを感じると強い頭痛を自覚。眩暈、目赤、口苦があり、脈は弦数を認める。」,表虚証,表実証,裏虚証,裏実証,4
34,按マ指,東洋医学臨床論,130,次の症例の経脈病証に対して、循経取穴により治療する場合、最も適切なのはどれか。「35歳の男性。右足関節の内がえし捻挫をしてから脇腹が痛くなり、腰をひねることができなくなった。よくため息をつく。」,金門,外丘,中都,水泉,2
34,按マ指,東洋医学臨床論,131,次の症例の病証に対する治療方針として最も適切なのはどれか。「46歳の女性。主訴は肥満。ここ数年、殿部や大腿部が締まりなく肥満している。食欲や食事量は以前とあまり変わらない。動くのが面倒で、動くと息切れしやすく、下腹部や腰が冷えてだるい。脈は遅弱を認める。」,湿熱を除く。,瘀血を除く。,心気を補う。,腎陽を補う。,4
34,按マ指,東洋医学臨床論,132,次の症例の病証でみられる痛みの性質で最も適切なのはどれか。「36歳の女性。主訴は月経痛。月経前から月経中にかけて痛みが起こり、出血後に軽減する。腹は拒按とともに少腹急結を認める。」,隠痛,空痛,刺痛,灼痛,3
34,按マ指,東洋医学臨床論,133,次の症例の病証に対する治療方針として最も適切なのはどれか。「27歳の女性。今朝から耳閉感を伴う強い耳鳴りがする。昨夜、深酒と甘い物の過食をした。めまいや頭重感もある。舌質は紅、舌苔は黄膩、脈は滑数を認める。」,脾陽を補う。,腎陰を補う。,痰火を除く。,瘀血を除く。,3
